GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
S1P_Signaling	15	BioCarta	0.31633	0.93536	0.5637	0.82406	0.997	0.4	0.29	0.285	0.86366	0.277
alkPathway	28	Activin receptor-like kinase 3 (ALK3) is required during gestation for cardiac muscle development.	0.28514	0.9338	0.5989	0.81857	0.997	0.25	0.206	0.2	0.85845	0.27
sppaPathway	18	BioCarta	0.30778	0.92465	0.5755	0.829	0.999	0.278	0.151	0.237	0.87211	0.285
keratinocytePathway	36	BioCarta	0.27479	0.92266	0.5564	0.82462	0.999	0.194	0.13	0.17	0.86693	0.275
DOWNREG_BY_HOXA9	25	Manually Curated	0.28373	0.91991	0.5477	0.8219	0.999	0.28	0.173	0.233	0.86687	0.265
MAP00190_Oxidative_phosphorylation	36	GenMAPP	0.2859	0.91663	0.5582	0.82016	0.999	0.417	0.319	0.286	0.8655	0.253
ST_Ga13_Pathway	26	Signalling Transduction KE	0.28127	0.90608	0.5763	0.83522	0.999	0.308	0.256	0.23	0.87824	0.28
tollPathway	19	BioCarta	0.29189	0.90333	0.6114	0.83201	0.999	0.263	0.193	0.213	0.87464	0.271
intrinsicPathway	22	BioCarta	0.32663	0.90156	0.57	0.82717	0.999	0.545	0.368	0.346	0.87174	0.259
cell_adhesion_molecule_activity	81	OBSOLETE. Mediates the adhesion of the cell to other cells or to the extracellular matrix.	0.24041	0.90132	0.6166	0.81944	0.999	0.247	0.194	0.202	0.86412	0.241
HOXA9_DOWN	27	Dorsam_et_al_2004	0.27016	0.89262	0.6127	0.82917	0.999	0.222	0.13	0.194	0.875	0.257
cell_surface_receptor_linked_signal_transduction	99	Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell.	0.22141	0.88357	0.66	0.8406	0.999	0.242	0.203	0.197	0.89263	0.278
il2rbPathway	31	BioCarta	0.26015	0.87796	0.6223	0.8439	0.999	0.484	0.324	0.329	0.89619	0.273
HUMAN_CD34_ENRICHED_TF_JP	131	Manually Curated	0.20883	0.87278	0.6847	0.84586	0.999	0.328	0.282	0.242	0.89671	0.282
hivnefPathway	43	BioCarta	0.2367	0.86097	0.6536	0.86242	0.999	0.233	0.166	0.195	0.91387	0.315
SA_B_CELL_RECEPTOR_COMPLEXES	19	SigmaAldrich	0.2817	0.85995	0.6267	0.85627	0.999	0.526	0.331	0.353	0.90606	0.296
cell_proliferation	150	The multiplication or reproduction of cells, resulting in the rapid expansion of a cell population.	0.19432	0.84122	0.7743	0.88547	1	0.22	0.177	0.186	0.94067	0.355
pyk2Pathway	24	BioCarta	0.25991	0.83902	0.6965	0.88139	1	0.25	0.13	0.219	0.93464	0.349
drug_resistance_and_metabolism	81	BioCarta	0.21611	0.83237	0.7259	0.8868	1	0.358	0.258	0.27	0.94059	0.354
MAP00360_Phenylalanine_metabolism	15	GenMAPP	0.30276	0.8231	0.6975	0.89675	1	0.333	0.235	0.256	0.95018	0.379
crebPathway	19	CREB is a transcription factor that binds to cAMP-responsive elements (CREs) to activate transcription in response to extracellular signaling.	0.27287	0.82268	0.6986	0.88953	1	0.211	0.109	0.188	0.94255	0.353
cell_adhesion	132	The attachment of a cell, either to another cell or to the extracellular matrix, via cell adhesion molecules.	0.20799	0.82144	0.7444	0.88379	1	0.333	0.281	0.246	0.9375	0.343
mprPathway	21	BioCarta	0.26885	0.82055	0.7112	0.87779	1	0.19	0.0914	0.174	0.93039	0.33
il17Pathway	17	BioCarta	0.31155	0.81521	0.6331	0.87932	1	0.176	0.103	0.159	0.92954	0.33
at1rPathway	28	Binding of angiotensin II to AT1-R activates Ca2+ signaling and the JNK pathway.	0.24748	0.81167	0.7368	0.87817	1	0.321	0.24	0.245	0.92906	0.328
MAP00020_Citrate_cycle_TCA_cycle	15	GenMAPP	0.30192	0.80598	0.6884	0.88071	1	0.333	0.203	0.266	0.93637	0.332
MAP00150_Androgen_and_estrogen_metabolism	16	GenMAPP	0.31526	0.8019	0.7276	0.8798	1	0.688	0.481	0.358	0.93091	0.327
tpoPathway	19	BioCarta	0.25476	0.79951	0.7451	0.8768	1	0.211	0.13	0.184	0.92751	0.318
ST_Wnt_beta_catenin_Pathway	16	Signalling Transduction KE	0.27882	0.79875	0.6968	0.87073	1	0.438	0.35	0.285	0.92252	0.291
Electron_Transport_Chain	40	BioCarta	0.29074	0.7962	0.6378	0.86814	1	0.175	0.0941	0.16	0.91723	0.29
CR_PROTEIN_MOD	125	PNAS_2010	0.1866	0.78456	0.8627	0.8808	1	0.248	0.224	0.197	0.92975	0.32
ANDROGEN_GENES_FROM_NETAFFX	35	na	0.26082	0.78203	0.7341	0.87762	1	0.171	0.114	0.153	0.9248	0.309
ccr3Pathway	15	CCR3 is a G-protein coupled receptor that recruits eosinophils to inflammation sites via chemokine ligands.	0.25768	0.78021	0.7917	0.87348	1	0.2	0.0945	0.182	0.91881	0.289
CR_DEATH	56	PNAS_2006	0.21868	0.77926	0.8064	0.86784	1	0.286	0.202	0.23	0.91356	0.264
AR_ORTHOS_MAPPED_TO_U133_VIA_NETAFFX	29	na	0.23666	0.77563	0.7461	0.85998	1	0.207	0.138	0.179	0.90298	0.222
AR_MOUSE	29	na	0.23666	0.77563	0.7461	0.85998	1	0.207	0.138	0.179	0.90298	0.222
INS	17	Manually Curated	0.26633	0.77473	0.7907	0.85467	1	0.353	0.221	0.276	0.89644	0.201
ccr5Pathway	15	CCR5 is a G-protein coupled receptor expressed in macrophages that recognizes chemokine ligands and is targeted by the HIV envelope protein GP120.	0.28395	0.77079	0.716	0.85427	1	0.267	0.145	0.229	0.89911	0.188
MAP00260_Glycine_serine_and_threonine_metabolism	20	GenMAPP	0.24604	0.76766	0.7889	0.8528	1	0.4	0.29	0.285	0.89652	0.178
epoPathway	17	Erythropoietin, which activates the MAPK pathway, stimulates erythrocyte production and is an effective treatment for anemia.	0.25138	0.76759	0.7867	0.84634	1	0.529	0.331	0.355	0.88963	0.15
MAP00252_Alanine_and_aspartate_metabolism	20	GenMAPP	0.26789	0.76755	0.7461	0.83991	1	0.25	0.102	0.225	0.88283	0.123
pdgfPathway	23	BioCarta	0.23874	0.76734	0.7825	0.83382	1	0.435	0.331	0.292	0.8768	0.099
il6Pathway	17	BioCarta	0.27532	0.76437	0.7782	0.83211	1	0.529	0.331	0.355	0.87272	0.087
ctla4Pathway	16	T cell activation requires interaction with an antigen-MHC-I complex on an antigen-presenting cell (APC), as well as CD28 interaction with the APC's CD80 or 86.	0.30021	0.76231	0.7378	0.829	1	0.563	0.347	0.369	0.86867	0.072
MAP00860_Porphyrin_and_chlorophyll_metabolism	17	GenMAPP	0.25769	0.74906	0.7882	0.84285	1	0.176	0.104	0.159	0.88132	0.094
HTERT_DOWN	62	Smith_et_al_2003	0.1814	0.74754	0.8537	0.8388	1	0.258	0.234	0.2	0.87616	0.072
raccycdPathway	20	BioCarta	0.25249	0.72697	0.7846	0.85967	1	0.2	0.0945	0.182	0.90063	0.104
cell_growth_and_or_maintenance	41	The processes pertinent to the integrated function of a cell.	0.20932	0.71802	0.8667	0.86618	1	0.244	0.202	0.196	0.9058	0.11
badPathway	19	When phosphorylated, BAD is inhibited by sequestration; when non-phosphorylated, it promotes apoptosis by inactivating pro-survival BCL-XL and BCL-2.	0.22266	0.71078	0.8624	0.86925	1	0.211	0.211	0.167	0.90647	0.107
nthiPathway	16	BioCarta	0.24608	0.7035	0.8251	0.87236	1	0.188	0.109	0.168	0.91048	0.097
inflamPathway	27	BioCarta	0.22813	0.68603	0.8661	0.88759	1	0.222	0.206	0.177	0.92549	0.123
il1rPathway	23	BioCarta	0.21724	0.68535	0.8929	0.88207	1	0.217	0.206	0.173	0.91969	0.082
carm-erPathway	16	Methyltransferase CARM1 methylates CBP and co-activates estrogen receptors via Grip1.	0.23494	0.63052	0.8642	0.93454	1	0.188	0.143	0.161	0.96748	0.264
VOXPHOS	38	BioCarta	0.23182	0.627	0.8463	0.93116	1	0.368	0.314	0.255	0.96265	0.216
Krebs-TCA_Cycle	21	BioCarta	0.21682	0.62488	0.8898	0.92685	1	0.381	0.363	0.244	0.95721	0.157
electron_transporter_activity	79	BioCarta	0.15518	0.62465	0.9778	0.92072	1	0.329	0.328	0.224	0.95065	0.104
ca_nf_at_signalling	81	GEArray	0.16534	0.6223	0.9556	0.91666	1	0.395	0.356	0.258	0.94574	0.064
ST_Dictyostelium_discoideum_cAMP_Chemotaxis_Pathway	25	Signalling Transduction KE	0.18738	0.61096	0.9427	0.91994	1	0.36	0.292	0.256	0.94878	0.045
stemPathway	15	BioCarta	0.20313	0.56681	0.9532	0.94621	1	0.2	0.171	0.166	0.96856	0.059
mtorPathway	20	BioCarta	0.16835	0.53372	0.986	0.95944	1	0.5	0.42	0.291	0.97659	0.099
